city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Gangawati,2018,360,,,68,674.08,680.95,1423.03,NA,803072,Koppal,Karnataka,0,31,105529,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,160731164,1523,0.028641371,2.864137114,1
Gangawati,2019,414,,,213.8,460,341.61,1040.41,25,803072,Koppal,Karnataka,0,31,105529,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,165470465,1568,0.133149638,13.31496383,1
Gangawati,2020,323,323,,324.69,627,655.48,1607.17,,803072,Koppal,Karnataka,,31,105529,EO,None,NA,NA,NA,NA,NA,NA,0,CMC,NA,NA,NA,NA,NA,190887000,1809,,,2
Hindaun,2016,NA,,,NA,NA,NA,NA,NA,800506,Karauli,Rajasthan,1,45,105452,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Hindaun,2017,367,,,97.13,281.36,248.29,626.78,NA,800506,Karauli,Rajasthan,1,45,105452,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Hindaun,2018,335,,,92,496.91,929.95,1518.86,NA,800506,Karauli,Rajasthan,1,45,105452,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Hindaun,2019,274,,,108.69,847,840.47,1946.16,150,800506,Karauli,Rajasthan,0,45,105452,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Hindaun,2020,336,336,,154.09,318.48,830.24,1502.81,200,800506,Karauli,Rajasthan,,45,105452,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Jamalpur,2016,NA,,,NA,NA,NA,NA,NA,801358,Munger,Bihar,0,36,105434,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Jamalpur,2017,414,,,40,199.04,270.57,509.61,NA,801358,Munger,Bihar,0,36,105434,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,102784063,975,,,2
Jamalpur,2018,439,,,36,389.66,482.51,908.17,NA,801358,Munger,Bihar,2,36,105434,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,80319725,762,,,
Jamalpur,2019,280,,,87.64,849,827.74,1914.38,150,801358,Munger,Bihar,2,36,105434,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,76803900,728,,,2
Jamalpur,2020,359,359,,86.34,258,753.13,1297.47,200,801358,Munger,Bihar,,36,105434,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,73288075,695,,,
Bhiwadi,2016,NA,,,NA,NA,NA,NA,NA,800487,Alwar,Rajasthan,1,45,104921,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Bhiwadi,2017,403,,,69.34,181.57,281.6,532.51,NA,800487,Alwar,Rajasthan,1,45,104921,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhiwadi,2018,266,,,61,747.95,990.95,1799.9,NA,800487,Alwar,Rajasthan,1,45,104921,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhiwadi,2019,257,,,73,884,908.24,2015.24,150,800487,Alwar,Rajasthan,0,45,104921,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Bhiwadi,2020,341,341,,84.12,494.79,586.74,1465.65,300,800487,Alwar,Rajasthan,,45,104921,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Ballia,2016,NA,,,NA,NA,NA,NA,NA,801206,Ballia,Uttar Pradesh,0,3,104424,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Ballia,2017,361,,,204.97,234.02,205.05,644.05,NA,801206,Ballia,Uttar Pradesh,0,3,104424,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,219413148,2101,-0.080482431,-8.048243082,1
Ballia,2018,329,,,70,806.1,674.29,1550.39,NA,801206,Ballia,Uttar Pradesh,1,3,104424,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,203069612,1945,0.496617307,49.66173075,1
Ballia,2019,272,,,13,712,729.14,1954.14,500,801206,Ballia,Uttar Pradesh,1,3,104424,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,403410000,3863,,,2
Ballia,2020,267,267,,248.38,749.2,822.76,2020.34,200,801206,Ballia,Uttar Pradesh,,3,104424,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,384943242,3686,,,
Tadepalligudem,2016,NA,,,NA,NA,NA,NA,NA,802961,West Godavari,Andhra Pradesh,0,35,104032,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Tadepalligudem,2017,97,,,563.84,387.79,297.92,1249.55,NA,802961,West Godavari,Andhra Pradesh,0,35,104032,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Tadepalligudem,2018,210,,,244,979.2,811.06,2034.26,NA,802961,West Godavari,Andhra Pradesh,0,35,104032,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Tadepalligudem,2019,191,,,191.37,886,945.3,2372.68,350,802961,West Godavari,Andhra Pradesh,0,35,104032,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Tadepalligudem,2020,288,288,,281.36,601,1017.44,1899.8,,802961,West Godavari,Andhra Pradesh,,35,104032,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Bansberia,2016,NA,,,NA,NA,NA,NA,NA,801720,Hugli-Chinsurah,West Bengal,0,12,103920,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bansberia,2017,NA,,,NA,NA,NA,NA,NA,801720,Hugli-Chinsurah,West Bengal,0,12,103920,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bansberia,2018,467,,,0,352.09,231.54,583.63,NA,801720,Hugli-Chinsurah,West Bengal,0,12,103920,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Bansberia,2019,NA,,,NA,NA,NA,NA,NA,801720,Hugli-Chinsurah,West Bengal,0,12,103920,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Miryalaguda,2016,NA,,,NA,NA,NA,NA,NA,802929,Nalgonda,Telangana,0,36,103817,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Miryalaguda,2017,182,,,371.7,320.14,344.56,1036.4,NA,802929,Nalgonda,Telangana,0,36,103817,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Miryalaguda,2018,151,,,215,921.21,1163.54,2299.75,NA,802929,Nalgonda,Telangana,0,36,103817,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Miryalaguda,2019,294,,,115.19,707,933.31,1855.49,100,802929,Nalgonda,Telangana,0,36,103817,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Miryalaguda,2020,306,306,,60.44,674,831.55,1765.99,200,802929,Nalgonda,Telangana,,36,103817,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Baraut,2016,NA,,,,,,,,800723,Baghpat,Uttar Pradesh,0,25,103764,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Baraut,2017,421,,,30,174.71,284.76,489.47,NA,800723,Baghpat,Uttar Pradesh,0,25,103764,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,170959441,1648,0.166975279,16.69752789,1
Baraut,2018,264,,,43,773.46,1005.75,1822.21,NA,800723,Baghpat,Uttar Pradesh,1,25,103764,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,205227332,1978,0.018119291,1.811929082,1
Baraut,2019,241,,,162.81,987,794.66,2094.48,150,800723,Baghpat,Uttar Pradesh,1,25,103764,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,209014527,2014,0.079682819,7.968281945,1
Baraut,2020,277,277,,225.91,926.81,615.6,1968.32,200,800723,Baghpat,Uttar Pradesh,,25,103764,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,227111404,2189,,,1
Udgir,2016,NA,,,NA,NA,NA,NA,NA,802844,Latur,Maharashtra,1,19,103550,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Udgir,2017,240,,,319.79,272.93,316.88,909.59,NA,802844,Latur,Maharashtra,1,19,103550,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Udgir,2018,131,,,552,898.67,999.56,2450.23,NA,802844,Latur,Maharashtra,1,19,103550,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Udgir,2019,53,,,767.8,988,969.48,3225.28,500,802844,Latur,Maharashtra,1,19,103550,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Udgir,2020,55,55,,870.79,1178.26,1262.69,3811.74,500,802844,Latur,Maharashtra,,19,103550,Nodal Person,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Betul,2016,NA,,,NA,NA,NA,NA,NA,802335,Betul,Bihar,0,33,103330,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Betul,2017,78,,,693.42,282.86,336.29,1312.57,NA,802335,Betul,Bihar,0,33,103330,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Betul,2018,157,,,466,711.25,1093.7,2270.95,NA,802335,Betul,Bihar,2,33,103330,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Betul,2019,105,,,425.91,939,976.42,2841.33,500,802335,Betul,Bihar,2,33,103330,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Betul,2020,44,44,,1095.7,1414.47,1218.73,4028.9,300,802335,Betul,Bihar,,33,103330,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Bundi,2016,NA,,,NA,NA,NA,NA,NA,800587,Bundi,Rajasthan,1,45,103286,EO,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,,,,,0
Bundi,2017,171,,,468.95,270.93,323.8,1063.68,NA,800587,Bundi,Rajasthan,1,45,103286,EO,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,232940172,2255,0.537464851,53.74648508,1
Bundi,2018,273,,,146,618.75,1017.66,1782.41,NA,800587,Bundi,Rajasthan,1,45,103286,EO,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,503616152,4876,,,1
Bundi,2019,341,,,159.08,444,823.16,1576.24,150,800587,Bundi,Rajasthan,0,45,103286,EO,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,480562292,4653,,,
Bundi,2020,371,371,,139.47,469,537.63,1146.1,,800587,Bundi,Rajasthan,,45,103286,EO,None,NA,NA,NA,NA,NA,NA,0,MunBoard,NA,NA,NA,NA,NA,458563760,4440,,,
Jehanabad,2016,NA,,,NA,NA,NA,NA,NA,801413,Jahanabad,Bihar,0,33,103202,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Jehanabad,2017,307,,,306.84,201.86,265.58,774.28,NA,801413,Jahanabad,Bihar,0,33,103202,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Jehanabad,2018,445,,,17,372.56,485.64,875.2,NA,801413,Jahanabad,Bihar,2,33,103202,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Jehanabad,2019,402,,,109.03,597,368.66,1224.69,150,801413,Jahanabad,Bihar,2,33,103202,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Jehanabad,2020,354,354,,98.37,635.37,631.78,1365.52,,801413,Jahanabad,Bihar,,33,103202,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Nagapattinam,2016,NA,,,NA,NA,NA,NA,NA,803674,Nagapattinam,Tamil Nadu,0,36,102905,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Nagapattinam,2017,185,,,590.32,226,214.06,1030.38,NA,803674,Nagapattinam,Tamil Nadu,0,36,102905,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,213852857,2078,0.025459791,2.545979056,1
Nagapattinam,2018,344,,,174,704.57,617.77,1496.34,NA,803674,Nagapattinam,Tamil Nadu,0,36,102905,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,219439747,2132,0.133429169,13.34291693,1
Nagapattinam,2019,326,,,201.7,556,800,1657.7,100,803674,Nagapattinam,Tamil Nadu,0,36,102905,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,253227710,2461,,,1
Nagapattinam,2020,346,346,,114.53,495.56,623.68,1433.77,200,803674,Nagapattinam,Tamil Nadu,,36,102905,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,241635794,2348,,,
Nagaur,2016,NA,,,NA,NA,NA,NA,NA,800535,Nagaur,Maharashtra,1,45,102872,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Nagaur,2017,384,,,134.42,201.14,258.25,593.81,NA,800535,Nagaur,Maharashtra,1,45,102872,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Nagaur,2018,197,,,252,752.53,1075.72,2080.25,NA,800535,Nagaur,Maharashtra,1,45,102872,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Nagaur,2019,293,,,218.25,697,795.75,1861,150,800535,Nagaur,Maharashtra,1,45,102872,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Nagaur,2020,350,350,,170.06,404,645.76,1419.82,200,800535,Nagaur,Maharashtra,,45,102872,EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Buxar,2016,NA,,,NA,NA,NA,NA,NA,801391,Buxar,Bihar,0,34,102861,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NParishad,NA,NA,NA,NA,NA,,,,,0
Buxar,2017,327,,,183.32,248.96,294.46,726.74,NA,801391,Buxar,Bihar,0,34,102861,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NParishad,NA,NA,NA,NA,NA,,,,,4
Buxar,2018,412,,,42,444.17,611.54,1097.71,NA,801391,Buxar,Bihar,2,34,102861,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NParishad,NA,NA,NA,NA,NA,,,,,4
