city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Malegaon,2017,239,,,376.33,283.98,250.52,910.83,NA,802772,Nashik,Maharashtra,1,21,481228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Malegaon,2018,90,,,416,1087,1111,2614,NA,802772,Nashik,Maharashtra,1,21,481228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Malegaon,2019,168,,,389.63,1114,964.42,2493.05,25,802772,Nashik,Maharashtra,1,21,481228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Malegaon,2020,136,136,,788.29,761,911.81,2961.1,500,802772,Nashik,Maharashtra,,21,481228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Jamnagar,2016,NA,,,NA,NA,NA,NA,NA,802516,Jamnagar,Gujarat,1,16,479920,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Jamnagar,2017,35,,,682.26,414.01,406.85,1503.13,NA,802516,Jamnagar,Gujarat,1,16,479920,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Jamnagar,2018,127,,,536,959.22,971.3,2466.52,NA,802516,Jamnagar,Gujarat,1,16,479920,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Jamnagar,2019,80,,,515.6,1034,896.36,2995.95,550,802516,Jamnagar,Gujarat,1,16,479920,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Jamnagar,2020,28,28,,1087.31,1073.62,1094.1,4355.03,1100,802516,Jamnagar,Gujarat,,16,479920,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,3
Tirunelveli,2016,NA,,,NA,NA,NA,NA,NA,803860,Tirunelveli,Tamil Nadu,0,55,473637,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Tirunelveli,2017,193,,,408.7,384,215.59,1008.29,NA,803860,Tirunelveli,Tamil Nadu,0,55,473637,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2084392891,4401,0.017640454,1.76404537,1
Tirunelveli,2018,175,,,242,1056.96,880.81,2179.77,NA,803860,Tirunelveli,Tamil Nadu,0,55,473637,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2121822808,4480,-0.168067931,-16.80679312,1
Tirunelveli,2019,244,,,388.89,789,761.65,2089.54,150,803860,Tirunelveli,Tamil Nadu,0,55,473637,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1816523467,3835,-0.177786518,-17.77865181,1
Tirunelveli,2020,159,159,,196.91,1377.45,1005.65,2780.01,200,803860,Tirunelveli,Tamil Nadu,,55,473637,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1542319800,3256,,,1
Gaya,2016,NA,,,NA,NA,NA,NA,NA,801404,Gaya,Bihar,0,53,468614,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Gaya,2017,362,,,177.29,243.15,222.01,642.45,NA,801404,Gaya,Bihar,0,53,468614,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gaya,2018,418,,,58,603.09,412.74,1073.83,NA,801404,Gaya,Bihar,2,53,468614,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gaya,2019,401,,,66.82,625,510.44,1227.26,25,801404,Gaya,Bihar,2,53,468614,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Gaya,2020,382,382,,50.08,294.31,293.35,737.74,100,801404,Gaya,Bihar,,53,468614,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Jalgaon,2016,NA,,,NA,NA,NA,NA,NA,802653,Jalgaon,Maharashtra,1,37,460228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Jalgaon,2017,162,,,525.21,293.05,264.6,1082.86,NA,802653,Jalgaon,Maharashtra,1,37,460228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1410012440,3064,0.266899927,26.68999275,1
Jalgaon,2018,84,,,470,967,1197,2634,NA,802653,Jalgaon,Maharashtra,1,37,460228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1923356023,4179,,,1
Jalgaon,2019,76,,,420,1171,943,3034,500,802653,Jalgaon,Maharashtra,1,37,460228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2000752908,4347,,,
Jalgaon,2020,64,64,,1035.26,821,945.99,3702.25,900,802653,Jalgaon,Maharashtra,,37,460228,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2081264285,4522,,,
Kurnool,2016,NA,,,NA,NA,NA,NA,NA,803002,Kurnool,Andhra Pradesh,0,51,457633,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Kurnool,2017,176,,,522.21,242.26,286.87,1051.34,NA,803002,Kurnool,Andhra Pradesh,0,51,457633,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,1
Kurnool,2018,221,,,296,875.42,793.9,1965.32,NA,803002,Kurnool,Andhra Pradesh,0,51,457633,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,1
Kurnool,2019,187,,,271.12,762,904.98,2388.09,450,803002,Kurnool,Andhra Pradesh,0,51,457633,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,
Kurnool,2020,161,161,,281.62,1228.85,1068,2778.47,200,803002,Kurnool,Andhra Pradesh,,51,457633,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,
Badlapur,2016,NA,,,NA,NA,NA,NA,NA,900196,Jaunpur,Uttar Pradesh,0,15,456043,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Badlapur,2017,NA,,,NA,NA,NA,NA,NA,900196,Jaunpur,Uttar Pradesh,0,15,456043,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Badlapur,2018,457,,,0,279.17,420.25,699.62,NA,900196,Jaunpur,Uttar Pradesh,1,15,456043,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Badlapur,2019,396,,,22,547,658.94,1252.94,25,900196,Jaunpur,Uttar Pradesh,1,15,456043,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Badlapur,2020,248,248,,105.7,946.92,818.1,2170.72,300,900196,Jaunpur,Uttar Pradesh,,15,456043,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Udaipur (Rajasthan),2016,NA,,,NA,NA,NA,NA,NA,800623,Udaipur,Rajasthan,1,55,451100,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Udaipur (Rajasthan),2017,310,,,266.62,212.32,285.51,764.45,NA,800623,Udaipur,Rajasthan,1,55,451100,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1242563990,2755,0.00864292,0.864292,1
Udaipur (Rajasthan),2018,85,,,564,940,1118,2623,NA,800623,Udaipur,Rajasthan,1,55,451100,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1253397000,2779,0.070508485,7.050848513,2
Udaipur (Rajasthan),2019,137,,,390,1164,938.79,2642.79,150,800623,Udaipur,Rajasthan,0,55,451100,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1348476000,2989,,,2
Udaipur (Rajasthan),2020,54,54,,995.06,1164,1155.3,3814.36,500,800623,Udaipur,Rajasthan,,55,451100,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1402739402,3110,,,
Maheshtala,2016,NA,,,NA,NA,NA,NA,NA,801743,South 24 Paragnas,West Bengal,0,35,448317,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Maheshtala,2017,NA,,,NA,NA,NA,NA,NA,801743,South 24 Paragnas,West Bengal,0,35,448317,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Maheshtala,2018,403,,,0,600,545.28,1145.28,NA,801743,South 24 Paragnas,West Bengal,0,35,448317,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Maheshtala,2019,NA,,,NA,NA,NA,NA,NA,801743,South 24 Paragnas,West Bengal,0,35,448317,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Tiruppur,2016,NA,,,NA,NA,NA,NA,NA,804026,Tiruppur,Tamil Nadu,0,60,444352,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Tiruppur,2017,68,,,560.88,384.03,381.11,1326.01,NA,804026,Tiruppur,Tamil Nadu,0,60,444352,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1895731837,4266,-0.005575267,-0.557526717,1
Tiruppur,2018,172,,,276,913.81,999.81,2189.62,NA,804026,Tiruppur,Tamil Nadu,0,60,444352,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1885221225,4243,,,1
Tiruppur,2019,209,,,352.8,862,939.21,2254.01,100,804026,Tiruppur,Tamil Nadu,0,60,444352,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1961083545,4413,,,
Tiruppur,2020,223,223,,166.59,1145.3,981.87,2293.76,,804026,Tiruppur,Tamil Nadu,,60,444352,NA,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2039998606,4591,,,
Davanagere,2016,NA,,,NA,NA,NA,NA,NA,803127,Davanagere,Karnataka,0,41,434971,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Davanagere,2017,288,,,301.53,255.8,255,812.33,NA,803127,Davanagere,Karnataka,0,41,434971,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Davanagere,2018,213,,,560,937.5,520.57,2018.07,NA,803127,Davanagere,Karnataka,0,41,434971,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Davanagere,2019,375,,,87.39,550,594.21,1381.6,150,803127,Davanagere,Karnataka,0,41,434971,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Davanagere,2020,318,318,,328.55,454,690.86,1673.41,200,803127,Davanagere,Karnataka,,41,434971,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kozhikode,2016,44,,,533,322,252,1107,NA,803267,Kozhikode,Kerala,0,75,431560,Secretary,Acceleration Required,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1978840562,4585,0.027727816,2.772781622,1
Kozhikode,2017,254,,,390.29,252.41,244.74,887.44,NA,803267,Kozhikode,Kerala,0,75,431560,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2035274273,4716,-0.06464922,-6.464921994,1
Kozhikode,2018,332,,,199,859.58,477.3,1535.88,NA,803267,Kozhikode,Kerala,0,75,431560,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1911685309,4430,0.438702368,43.87023684,1
Kozhikode,2019,299,,,69.77,811,823.51,1804.28,100,803267,Kozhikode,Kerala,0,75,431560,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3405831775,7892,,,1
Kozhikode,2020,361,361,,130.57,472.34,653.07,1255.98,,803267,Kozhikode,Kerala,,75,431560,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3542884285,8209,,,
Akola,2016,NA,,,NA,NA,NA,NA,NA,802676,Akola,Maharashtra,1,20,425817,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Akola,2017,296,,,331.24,220.32,246.79,798.35,NA,802676,Akola,Maharashtra,1,20,425817,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Akola,2018,195,,,250,734.96,1108.54,2093.5,NA,802676,Akola,Maharashtra,1,20,425817,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Akola,2019,217,,,454.27,711,939.69,2204.97,100,802676,Akola,Maharashtra,1,20,425817,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Akola,2020,66,66,,1035.18,1151.66,1087.73,3674.57,400,802676,Akola,Maharashtra,,20,425817,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bellary,2016,NA,,,NA,NA,NA,NA,NA,803114,Bellary,Karnataka,0,35,410445,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Bellary,2017,283,,,275.29,319.49,232.37,827.15,NA,803114,Bellary,Karnataka,0,35,410445,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,926125000,2256,-0.01624009,-1.624008998,2
Bellary,2018,391,,,136,647.34,425.71,1209.05,NA,803114,Bellary,Karnataka,0,35,410445,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,911325000,2220,0.064924071,6.492407141,2
Bellary,2019,345,,,45.45,711,649.71,1556.15,150,803114,Bellary,Karnataka,0,35,410445,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,974600000,2374,-0.021026055,-2.102605471,2
Bellary,2020,291,291,,223.11,607,849.01,1879.12,200,803114,Bellary,Karnataka,,35,410445,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,954530000,2326,,,2
Patiala,2016,NA,,,NA,NA,NA,NA,NA,800242,Patiala,Punjab,2,60,406192,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,989290299,2436,,,
Patiala,2017,411,,,109.28,207.46,200.07,516.81,NA,800242,Patiala,Punjab,2,60,406192,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1030769000,2538,,,1
Patiala,2018,183,,,283,1042.92,826.77,2152.69,NA,800242,Patiala,Punjab,0,60,406192,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1072247701,2640,,,
Patiala,2019,72,,,685.14,1042,826.72,3053.86,500,800242,Patiala,Punjab,0,60,406192,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1115395528,2746,,,
Patiala,2020,86,86,,580.75,1207.66,1178.93,3467.34,500,800242,Patiala,Punjab,,60,406192,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1160279646,2856,,,
South DumDum,2016,NA,,,NA,NA,NA,NA,NA,801714,North 24 Praganas,West Bengal,0,35,403316,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
South DumDum,2017,NA,,,NA,NA,NA,NA,NA,801714,North 24 Praganas,West Bengal,0,35,403316,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
South DumDum,2018,435,,,28,625.02,290.44,943.46,NA,801714,North 24 Praganas,West Bengal,0,35,403316,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,1381110000,3424,,,2
South DumDum,2019,NA,,,NA,NA,NA,NA,NA,801714,North 24 Praganas,West Bengal,0,35,403316,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bhagalpur,2016,NA,,,NA,NA,NA,NA,NA,801354,Bhagalpur,Bihar,0,51,400146,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Bhagalpur,2017,275,,,278.16,268.55,293.82,840.53,NA,801354,Bhagalpur,Bihar,0,51,400146,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bhagalpur,2018,446,,,52,371.82,451.06,874.88,NA,801354,Bhagalpur,Bihar,2,51,400146,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bhagalpur,2019,412,,,78.89,437,401.49,1067.38,150,801354,Bhagalpur,Bihar,2,51,400146,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bhagalpur,2020,379,379,,28.47,452.13,501.58,982.18,,801354,Bhagalpur,Bihar,,51,400146,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Agartala,2016,33,,,625,312,285,1222,NA,801523,West Tripura,Tripura,0,49,400004,Municipal Commissioner,Aspiring Leaders,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,908896635,2272,0.718916262,71.89162618,1
Agartala,2017,290,,,329.03,236.21,240.4,805.64,NA,801523,West Tripura,Tripura,0,49,400004,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,3233544000,8084,-0.123019981,-12.30199814,2
Agartala,2018,438,,,11,460.18,447.91,919.09,NA,801523,West Tripura,Tripura,0,49,400004,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2879329000,7198,-0.322268237,-32.22682369,2
Agartala,2019,386,,,108.38,593,602.04,1328.42,25,801523,West Tripura,Tripura,1,49,400004,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2177568000,5444,-0.051634994,-5.163499384,2
Agartala,2020,348,348,,58.4,585.96,685.91,1430.27,100,801523,West Tripura,Tripura,,49,400004,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2070650000,5177,,,2
Muzaffarnagar,2016,NA,,,NA,NA,NA,NA,NA,800652,Muzaffarnagar,Uttar Pradesh,0,50,392768,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Muzaffarnagar,2017,344,,,241.33,235.97,225.41,702.71,NA,800652,Muzaffarnagar,Uttar Pradesh,0,50,392768,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,389357749,991,0.419528533,41.95285327,1
Muzaffarnagar,2018,330,,,176,626.96,741.18,1544.14,NA,800652,Muzaffarnagar,Uttar Pradesh,1,50,392768,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,670761219,1708,,,1
Muzaffarnagar,2019,371,,,72.35,550,766.16,1413.52,25,800652,Muzaffarnagar,Uttar Pradesh,1,50,392768,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,697753013,1777,,,
Muzaffarnagar,2020,214,214,,269.37,954.35,814.45,2338.17,300,800652,Muzaffarnagar,Uttar Pradesh,,50,392768,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,725830971,1848,,,
Gauriganj,2016,NA,,,NA,NA,NA,NA,NA,900145,Amethi,Uttar Pradesh,0,25,390935,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Gauriganj,2017,NA,,,NA,NA,NA,NA,NA,900145,Amethi,Uttar Pradesh,0,25,390935,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Gauriganj,2018,359,,,28,693.87,710.96,1432.83,NA,900145,Amethi,Uttar Pradesh,1,25,390935,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Gauriganj,2019,346,,,60,716,748.55,1549.55,25,900145,Amethi,Uttar Pradesh,1,25,390935,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Gauriganj,2020,284,284,,236.62,564.13,1041.05,1941.8,100,900145,Amethi,Uttar Pradesh,,25,390935,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,4
Garhmukhteshwar,2016,NA,,,NA,NA,NA,NA,NA,800739,Hapur,Uttar Pradesh,0,25,384831,NA,NA,NA,NA,NA,NA,NA,NA,0,Muncipality,NA,NA,NA,NA,NA,,,,,0
Garhmukhteshwar,2017,NA,,,NA,NA,NA,NA,NA,800739,Hapur,Uttar Pradesh,0,25,384831,NA,NA,NA,NA,NA,NA,NA,NA,0,Muncipality,NA,NA,NA,NA,NA,,,,,0
Garhmukhteshwar,2018,NA,,,NA,NA,NA,NA,NA,800739,Hapur,Uttar Pradesh,1,25,384831,NA,NA,NA,NA,NA,NA,NA,NA,0,Muncipality,NA,NA,NA,NA,NA,,,,,0
Garhmukhteshwar,2019,315,,,97,595,866.31,1708.31,150,800739,Hapur,Uttar Pradesh,1,25,384831,NA,None,NA,NA,NA,NA,NA,NA,0,Muncipality,NA,NA,NA,NA,NA,,,,,4
Garhmukhteshwar,2020,270,270,,166.59,795.65,735.19,1997.43,300,800739,Hapur,Uttar Pradesh,,25,384831,NA,NA,NA,NA,NA,NA,NA,NA,0,Muncipality,NA,NA,NA,NA,NA,,,,,4
Kakinada,2016,NA,,,NA,NA,NA,NA,NA,802955,East Godavari,Andhra Pradesh,0,50,384182,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Kakinada,2017,43,,,642.6,423.57,398,1464.17,NA,802955,East Godavari,Andhra Pradesh,0,50,384182,Municipal Commissioner,Cleanest City in SZ(2-10 lakh pop),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kakinada,2018,118,,,702,937.92,851.29,2491.21,NA,802955,East Godavari,Andhra Pradesh,0,50,384182,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kakinada,2019,159,,,296.48,833,910.74,2540.21,500,802955,East Godavari,Andhra Pradesh,0,50,384182,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kakinada,2020,58,58,,885.38,1468.09,1121.1,3774.57,300,802955,East Godavari,Andhra Pradesh,,50,384182,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bhatpara,2016,NA,,,NA,NA,NA,NA,NA,801695,North 24 Praganas,West Bengal,0,35,383762,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bhatpara,2017,NA,,,NA,NA,NA,NA,NA,801695,North 24 Praganas,West Bengal,0,35,383762,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Bhatpara,2018,428,,,111,577.5,328.72,1017.22,NA,801695,North 24 Praganas,West Bengal,0,35,383762,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,4
Bhatpara,2019,NA,,,NA,NA,NA,NA,NA,801695,North 24 Praganas,West Bengal,0,35,383762,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Latur,2016,NA,,,NA,NA,NA,NA,NA,802840,Latur,Maharashtra,1,18,382940,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Latur,2017,318,,,327.05,199.89,224.49,751.43,NA,802840,Latur,Maharashtra,1,18,382940,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Latur,2018,125,,,406,1006.43,1059.44,2471.87,NA,802840,Latur,Maharashtra,1,18,382940,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Latur,2019,38,,,872.57,1209,945.23,3426.81,400,802840,Latur,Maharashtra,1,18,382940,Nodal Person,Best City in SWM (3 - 10 Lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Latur,2020,137,137,,1057.12,401,1202.23,2960.35,300,802840,Latur,Maharashtra,,18,382940,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Panihati,2016,NA,,,NA,NA,NA,NA,NA,801705,North 24 Praganas,West Bengal,0,35,377347,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Panihati,2017,NA,,,NA,NA,NA,NA,NA,801705,North 24 Praganas,West Bengal,0,35,377347,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Panihati,2018,464,,,81,228.32,302.61,611.93,NA,801705,North 24 Praganas,West Bengal,0,35,377347,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,718716546,1905,,,1
Panihati,2019,NA,,,NA,NA,NA,NA,NA,801705,North 24 Praganas,West Bengal,0,35,377347,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,747638087.9,,,,
Rajahmundry,2016,NA,,,NA,NA,NA,NA,NA,802952,East Godavari,Andhra Pradesh,0,50,376333,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Rajahmundry,2017,46,,,650.37,368.4,436.93,1455.7,NA,802952,East Godavari,Andhra Pradesh,0,50,376333,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,703453132,1869,,,1
Rajahmundry,2018,138,,,349,1153.33,880.68,2383.01,NA,802952,East Godavari,Andhra Pradesh,0,50,376333,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,731760466,1944,,,
